Date,Hour,Temp
2016-02-14,14,75.0
2016-02-14,15,73.8
2016-02-14,16,72.6
2016-02-14,17,71.4
2016-02-14,18,70.2
2016-02-14,19,69.0
2016-02-14,20,67.8
2016-02-14,21,66.6
2016-02-14,22,65.4
2016-02-14,23,64.2
2016-02-15,00,58.0
2016-02-15,01,56.4
2016-02-15,02,54.8
2016-02-15,03,53.2
2016-02-15,04,51.6
2016-02-15,05,50.0
2016-02-15,06,52.7
2016-02-15,07,55.3
2016-02-15,08,58.0
2016-02-15,09,60.7
2016-02-15,10,63.3
2016-02-15,11,66.0
2016-02-15,12,68.7
2016-02-15,13,71.3
2016-02-15,14,74.0
2016-02-15,15,72.4
2016-02-15,16,70.8
2016-02-15,17,69.2
2016-02-15,18,67.6
2016-02-15,19,66.0
2016-02-15,20,64.4
2016-02-15,21,62.8
2016-02-15,22,61.2
2016-02-15,23,59.6
2016-02-16,00,56.0
2016-02-16,01,53.4
2016-02-16,02,50.8
2016-02-16,03,48.2
2016-02-16,04,45.6
2016-02-16,05,43.0
2016-02-16,06,47.3
2016-02-16,07,51.7
2016-02-16,08,56.0
2016-02-16,09,60.3
2016-02-16,10,64.7
2016-02-16,11,69.0
2016-02-16,12,73.3
2016-02-16,13,77.7
2016-02-16,14,82.0
2016-02-16,15,79.4
2016-02-16,16,76.8
2016-02-16,17,74.2
2016-02-16,18,71.6
2016-02-16,19,69.0
2016-02-16,20,66.4
2016-02-16,21,63.8
2016-02-16,22,61.2
2016-02-16,23,58.6
2016-02-17,00,58.3
2016-02-17,01,56.7
2016-02-17,02,55.0
2016-02-17,03,53.3
2016-02-17,04,51.7
2016-02-17,05,50.0
2016-02-17,06,52.8
2016-02-17,07,55.6
2016-02-17,08,58.3
2016-02-17,09,61.1
2016-02-17,10,63.9
2016-02-17,11,66.7
2016-02-17,12,69.4
2016-02-17,13,72.2
2016-02-17,14,75.0
2016-02-17,15,73.3
2016-02-17,16,71.7
2016-02-17,17,70.0
2016-02-17,18,68.3
2016-02-17,19,66.7
2016-02-17,20,65.0
2016-02-17,21,63.3
2016-02-17,22,61.7
2016-02-17,23,60.0
2016-02-18,00,62.3
2016-02-18,01,60.7
2016-02-18,02,59.0
2016-02-18,03,57.3
2016-02-18,04,55.7
2016-02-18,05,54.0
2016-02-18,06,56.8
2016-02-18,07,59.6
2016-02-18,08,62.3
2016-02-18,09,65.1
2016-02-18,10,67.9
2016-02-18,11,70.7
2016-02-18,12,73.4
2016-02-18,13,76.2
2016-02-18,14,79.0
2016-02-18,15,77.3
2016-02-18,16,75.7
2016-02-18,17,74.0
2016-02-18,18,72.3
2016-02-18,19,70.7
2016-02-18,20,69.0
2016-02-18,21,67.3
2016-02-18,22,65.7
2016-02-18,23,64.0
2016-02-19,00,69.7
2016-02-19,01,68.5
2016-02-19,02,67.4
2016-02-19,03,66.3
2016-02-19,04,65.1
2016-02-19,05,64.0
2016-02-19,06,65.9
2016-02-19,07,67.8
2016-02-19,08,69.7
2016-02-19,09,71.6
2016-02-19,10,73.4
2016-02-19,11,75.3
2016-02-19,12,77.2
2016-02-19,13,79.1
2016-02-19,14,81.0
2016-02-19,15,79.9
2016-02-19,16,78.7
2016-02-19,17,77.6
2016-02-19,18,76.5
2016-02-19,19,75.3
2016-02-19,20,74.2
2016-02-19,21,73.1
2016-02-19,22,71.9
2016-02-19,23,70.8
2016-02-20,00,69.3
2016-02-20,01,68.7
2016-02-20,02,68.0
2016-02-20,03,67.3
2016-02-20,04,66.7
2016-02-20,05,66.0
2016-02-20,06,67.1
2016-02-20,07,68.2
2016-02-20,08,69.3
2016-02-20,09,70.4
2016-02-20,10,71.6
2016-02-20,11,72.7
2016-02-20,12,73.8
2016-02-20,13,74.9
2016-02-20,14,76.0
2016-02-20,15,75.3
2016-02-20,16,74.7
2016-02-20,17,74.0
2016-02-20,18,73.3
2016-02-20,19,72.7
2016-02-20,20,72.0
2016-02-20,21,71.3
2016-02-20,22,70.7
2016-02-20,23,70.0
2016-02-21,00,67.0
2016-02-21,01,66.6
2016-02-21,02,66.2
2016-02-21,03,65.8
2016-02-21,04,65.4
2016-02-21,05,65.0
2016-02-21,06,65.7
2016-02-21,07,66.3
2016-02-21,08,67.0
2016-02-21,09,67.7
2016-02-21,10,68.3
2016-02-21,11,69.0
2016-02-21,12,69.7
2016-02-21,13,70.3
2016-02-21,14,71.0
2016-02-21,15,70.6
2016-02-21,16,70.2
2016-02-21,17,69.8
2016-02-21,18,69.4
2016-02-21,19,69.0
2016-02-21,20,68.6
2016-02-21,21,68.2
2016-02-21,22,67.8
2016-02-21,23,67.4
2016-02-22,00,62.0
2016-02-22,01,61.0
2016-02-22,02,60.0
2016-02-22,03,59.0
2016-02-22,04,58.0
2016-02-22,05,57.0
2016-02-22,06,58.7
2016-02-22,07,60.3
2016-02-22,08,62.0
2016-02-22,09,63.7
2016-02-22,10,65.3
2016-02-22,11,67.0
2016-02-22,12,68.7
2016-02-22,13,70.3
2016-02-22,14,72.0
2016-02-22,15,71.0
2016-02-22,16,70.0
2016-02-22,17,69.0
2016-02-22,18,68.0
2016-02-22,19,67.0
2016-02-22,20,66.0
2016-02-22,21,65.0
2016-02-22,22,64.0
2016-02-22,23,63.0
2016-02-23,00,51.7
2016-02-23,01,50.7
2016-02-23,02,49.8
2016-02-23,03,48.9
2016-02-23,04,47.9
2016-02-23,05,47.0
2016-02-23,06,48.6
2016-02-23,07,50.1
2016-02-23,08,51.7
2016-02-23,09,53.2
2016-02-23,10,54.8
2016-02-23,11,56.3
2016-02-23,12,57.9
2016-02-23,13,59.4
2016-02-23,14,61.0
2016-02-23,15,60.1
2016-02-23,16,59.1
2016-02-23,17,58.2
2016-02-23,18,57.3
2016-02-23,19,56.3
2016-02-23,20,55.4
2016-02-23,21,54.5
2016-02-23,22,53.5
2016-02-23,23,52.6
2016-02-24,00,49.7
2016-02-24,01,48.1
2016-02-24,02,46.6
2016-02-24,03,45.1
2016-02-24,04,43.5
2016-02-24,05,42.0
2016-02-24,06,44.6
2016-02-24,07,47.1
2016-02-24,08,49.7
2016-02-24,09,52.2
2016-02-24,10,54.8
2016-02-24,11,57.3
2016-02-24,12,59.9
2016-02-24,13,62.4
2016-02-24,14,65.0
2016-02-24,15,63.5
2016-02-24,16,61.9
2016-02-24,17,60.4
2016-02-24,18,58.9
2016-02-24,19,57.3
2016-02-24,20,55.8
2016-02-24,21,54.3
2016-02-24,22,52.7
2016-02-24,23,51.2
2016-02-25,00,48.3
2016-02-25,01,46.3
2016-02-25,02,44.2
2016-02-25,03,42.1
2016-02-25,04,40.1
2016-02-25,05,38.0
2016-02-25,06,41.4
2016-02-25,07,44.9
2016-02-25,08,48.3
2016-02-25,09,51.8
2016-02-25,10,55.2
2016-02-25,11,58.7
2016-02-25,12,62.1
2016-02-25,13,65.6
2016-02-25,14,69.0
2016-02-25,15,66.9
2016-02-25,16,64.9
2016-02-25,17,62.8
2016-02-25,18,60.7
2016-02-25,19,58.7
2016-02-25,20,56.6
2016-02-25,21,54.5
2016-02-25,22,52.5
2016-02-25,23,50.4
2016-02-26,00,48.7
2016-02-26,01,47.1
2016-02-26,02,45.6
2016-02-26,03,44.1
2016-02-26,04,42.5
2016-02-26,05,41.0
2016-02-26,06,43.6
2016-02-26,07,46.1
2016-02-26,08,48.7
2016-02-26,09,51.2
2016-02-26,10,53.8
2016-02-26,11,56.3
2016-02-26,12,58.9
2016-02-26,13,61.4
2016-02-26,14,64.0
2016-02-26,15,62.5
2016-02-26,16,60.9
2016-02-26,17,59.4
2016-02-26,18,57.9
2016-02-26,19,56.3
2016-02-26,20,54.8
2016-02-26,21,53.3
2016-02-26,22,51.7
2016-02-26,23,50.2
2016-02-27,00,52.3
2016-02-27,01,50.3
2016-02-27,02,48.2
2016-02-27,03,46.1
2016-02-27,04,44.1
2016-02-27,05,42.0
2016-02-27,06,45.4
2016-02-27,07,48.9
2016-02-27,08,52.3
2016-02-27,09,55.8
2016-02-27,10,59.2
2016-02-27,11,62.7
2016-02-27,12,66.1
2016-02-27,13,69.6
2016-02-27,14,73.0
2016-02-27,15,70.9
2016-02-27,16,68.9
2016-02-27,17,66.8
2016-02-27,18,64.7
2016-02-27,19,62.7
2016-02-27,20,60.6
2016-02-27,21,58.5
2016-02-27,22,56.5
2016-02-27,23,54.4
2016-02-28,00,62.7
2016-02-28,01,61.1
2016-02-28,02,59.6
2016-02-28,03,58.1
2016-02-28,04,56.5
2016-02-28,05,55.0
2016-02-28,06,57.6
2016-02-28,07,60.1
2016-02-28,08,62.7
2016-02-28,09,65.2
2016-02-28,10,67.8
2016-02-28,11,70.3
2016-02-28,12,72.9
2016-02-28,13,75.4
2016-02-28,14,78.0
2016-02-28,15,76.5
2016-02-28,16,74.9
2016-02-28,17,73.4
2016-02-28,18,71.9
2016-02-28,19,70.3
2016-02-28,20,68.8
2016-02-28,21,67.3
2016-02-28,22,65.7
2016-02-28,23,64.2
2016-02-29,00,67.0
2016-02-29,01,66.0
2016-02-29,02,65.0
2016-02-29,03,64.0
2016-02-29,04,63.0
2016-02-29,05,62.0
2016-02-29,06,63.7
2016-02-29,07,65.3
2016-02-29,08,67.0
2016-02-29,09,68.7
2016-02-29,10,70.3
2016-02-29,11,72.0
2016-02-29,12,73.7
2016-02-29,13,75.3
2016-02-29,14,77.0
2016-02-29,15,76.0
2016-02-29,16,75.0
2016-02-29,17,74.0
2016-02-29,18,73.0
2016-02-29,19,72.0
2016-02-29,20,71.0
2016-02-29,21,70.0
2016-02-29,22,69.0
2016-02-29,23,68.0
2016-03-01,00,66.3
2016-03-01,01,64.9
2016-03-01,02,63.4
2016-03-01,03,61.9
2016-03-01,04,60.5
2016-03-01,05,59.0
2016-03-01,06,61.4
2016-03-01,07,63.9
2016-03-01,08,66.3
2016-03-01,09,68.8
2016-03-01,10,71.2
2016-03-01,11,73.7
2016-03-01,12,76.1
2016-03-01,13,78.6
2016-03-01,14,81.0
2016-03-01,15,79.5
2016-03-01,16,78.1
2016-03-01,17,76.6
2016-03-01,18,75.1
2016-03-01,19,73.7
2016-03-01,20,72.2
2016-03-01,21,70.7
2016-03-01,22,69.3
2016-03-01,23,67.8
2016-03-02,00,58.7
2016-03-02,01,56.7
2016-03-02,02,54.8
2016-03-02,03,52.9
2016-03-02,04,50.9
2016-03-02,05,49.0
2016-03-02,06,52.2
2016-03-02,07,55.4
2016-03-02,08,58.7
2016-03-02,09,61.9
2016-03-02,10,65.1
2016-03-02,11,68.3
2016-03-02,12,71.6
2016-03-02,13,74.8
2016-03-02,14,78.0
2016-03-02,15,76.1
2016-03-02,16,74.1
2016-03-02,17,72.2
2016-03-02,18,70.3
2016-03-02,19,68.3
2016-03-02,20,66.4
2016-03-02,21,64.5
2016-03-02,22,62.5
2016-03-02,23,60.6
2016-03-03,00,69.0
2016-03-03,01,67.6
2016-03-03,02,66.2
2016-03-03,03,64.8
2016-03-03,04,63.4
2016-03-03,05,62.0
2016-03-03,06,64.3
2016-03-03,07,66.7
2016-03-03,08,69.0
2016-03-03,09,71.3
2016-03-03,10,73.7
2016-03-03,11,76.0
2016-03-03,12,78.3
2016-03-03,13,80.7
2016-03-03,14,83.0
2016-03-03,15,81.6
2016-03-03,16,80.2
2016-03-03,17,78.8
2016-03-03,18,77.4
2016-03-03,19,76.0
2016-03-03,20,74.6
2016-03-03,21,73.2
2016-03-03,22,71.8
2016-03-03,23,70.4
2016-03-04,00,55.3
2016-03-04,01,53.3
2016-03-04,02,51.2
2016-03-04,03,49.1
2016-03-04,04,47.1
2016-03-04,05,45.0
2016-03-04,06,48.4
2016-03-04,07,51.9
2016-03-04,08,55.3
2016-03-04,09,58.8
2016-03-04,10,62.2
2016-03-04,11,65.7
2016-03-04,12,69.1
2016-03-04,13,72.6
2016-03-04,14,76.0
2016-03-04,15,73.9
2016-03-04,16,71.9
2016-03-04,17,69.8
2016-03-04,18,67.7
2016-03-04,19,65.7
2016-03-04,20,63.6
2016-03-04,21,61.5
2016-03-04,22,59.5
2016-03-04,23,57.4
2016-03-05,00,64.3
2016-03-05,01,62.9
2016-03-05,02,61.4
2016-03-05,03,59.9
2016-03-05,04,58.5
2016-03-05,05,57.0
2016-03-05,06,59.4
2016-03-05,07,61.9
2016-03-05,08,64.3
2016-03-05,09,66.8
2016-03-05,10,69.2
2016-03-05,11,71.7
2016-03-05,12,74.1
2016-03-05,13,76.6
2016-03-05,14,79.0
2016-03-05,15,77.5
2016-03-05,16,76.1
2016-03-05,17,74.6
2016-03-05,18,73.1
2016-03-05,19,71.7
2016-03-05,20,70.2
2016-03-05,21,68.7
2016-03-05,22,67.3
2016-03-05,23,65.8
2016-03-06,00,64.3
2016-03-06,01,63.1
2016-03-06,02,61.8
2016-03-06,03,60.5
2016-03-06,04,59.3
2016-03-06,05,58.0
2016-03-06,06,60.1
2016-03-06,07,62.2
2016-03-06,08,64.3
2016-03-06,09,66.4
2016-03-06,10,68.6
2016-03-06,11,70.7
2016-03-06,12,72.8
2016-03-06,13,74.9
2016-03-06,14,77.0
2016-03-06,15,75.7
2016-03-06,16,74.5
2016-03-06,17,73.2
2016-03-06,18,71.9
2016-03-06,19,70.7
2016-03-06,20,69.4
2016-03-06,21,68.1
2016-03-06,22,66.9
2016-03-06,23,65.6
2016-03-07,00,68.0
2016-03-07,01,67.2
2016-03-07,02,66.4
2016-03-07,03,65.6
2016-03-07,04,64.8
2016-03-07,05,64.0
2016-03-07,06,65.3
2016-03-07,07,66.7
2016-03-07,08,68.0
2016-03-07,09,69.3
2016-03-07,10,70.7
2016-03-07,11,72.0
2016-03-07,12,73.3
2016-03-07,13,74.7
2016-03-07,14,76.0
2016-03-07,15,75.2
2016-03-07,16,74.4
2016-03-07,17,73.6
2016-03-07,18,72.8
2016-03-07,19,72.0
2016-03-07,20,71.2
2016-03-07,21,70.4
2016-03-07,22,69.6
2016-03-07,23,68.8
2016-03-08,00,73.0
2016-03-08,01,72.0
2016-03-08,02,71.0
2016-03-08,03,70.0
2016-03-08,04,69.0
2016-03-08,05,68.0
2016-03-08,06,69.7
2016-03-08,07,71.3
2016-03-08,08,73.0
2016-03-08,09,74.7
2016-03-08,10,76.3
2016-03-08,11,78.0
2016-03-08,12,79.7
2016-03-08,13,81.3
2016-03-08,14,83.0
2016-03-08,15,82.0
2016-03-08,16,81.0
2016-03-08,17,80.0
2016-03-08,18,79.0
2016-03-08,19,78.0
2016-03-08,20,77.0
2016-03-08,21,76.0
2016-03-08,22,75.0
2016-03-08,23,74.0
2016-03-09,00,63.0
2016-03-09,01,62.2
2016-03-09,02,61.4
2016-03-09,03,60.6
2016-03-09,04,59.8
2016-03-09,05,59.0
2016-03-09,06,60.3
2016-03-09,07,61.7
2016-03-09,08,63.0
2016-03-09,09,64.3
2016-03-09,10,65.7
2016-03-09,11,67.0
2016-03-09,12,68.3
2016-03-09,13,69.7
2016-03-09,14,71.0
2016-03-09,15,70.2
2016-03-09,16,69.4
2016-03-09,17,68.6
2016-03-09,18,67.8
2016-03-09,19,67.0
2016-03-09,20,66.2
2016-03-09,21,65.4
2016-03-09,22,64.6
2016-03-09,23,63.8
2016-03-10,00,60.0
2016-03-10,01,59.6
2016-03-10,02,59.2
2016-03-10,03,58.8
2016-03-10,04,58.4
2016-03-10,05,58.0
2016-03-10,06,58.7
2016-03-10,07,59.3
2016-03-10,08,60.0
2016-03-10,09,60.7
2016-03-10,10,61.3
2016-03-10,11,62.0
2016-03-10,12,62.7
2016-03-10,13,63.3
2016-03-10,14,64.0
2016-03-10,15,63.6
2016-03-10,16,63.2
2016-03-10,17,62.8
2016-03-10,18,62.4
2016-03-10,19,62.0
2016-03-10,20,61.6
2016-03-10,21,61.2
2016-03-10,22,60.8
2016-03-10,23,60.4
2016-03-11,00,63.0
2016-03-11,01,62.2
2016-03-11,02,61.4
2016-03-11,03,60.6
2016-03-11,04,59.8
2016-03-11,05,59.0
2016-03-11,06,60.3
2016-03-11,07,61.7
2016-03-11,08,63.0
2016-03-11,09,64.3
2016-03-11,10,65.7
2016-03-11,11,67.0
2016-03-11,12,68.3
2016-03-11,13,69.7
2016-03-11,14,71.0
2016-03-11,15,70.2
2016-03-11,16,69.4
2016-03-11,17,68.6
2016-03-11,18,67.8
2016-03-11,19,67.0
2016-03-11,20,66.2
2016-03-11,21,65.4
2016-03-11,22,64.6
2016-03-11,23,63.8
2016-03-12,00,62.7
2016-03-12,01,61.5
2016-03-12,02,60.4
2016-03-12,03,59.3
2016-03-12,04,58.1
2016-03-12,05,57.0
2016-03-12,06,58.9
2016-03-12,07,60.8
2016-03-12,08,62.7
2016-03-12,09,64.6
2016-03-12,10,66.4
2016-03-12,11,68.3
2016-03-12,12,70.2
2016-03-12,13,72.1
2016-03-12,14,74.0
2016-03-12,15,72.9
2016-03-12,16,71.7
2016-03-12,17,70.6
2016-03-12,18,69.5
2016-03-12,19,68.3
2016-03-12,20,67.2
2016-03-12,21,66.1
2016-03-12,22,64.9
2016-03-12,23,63.8
2016-03-13,00,65.7
2016-03-13,01,63.7
2016-03-13,02,61.8
2016-03-13,03,59.9
2016-03-13,04,57.9
2016-03-13,05,56.0
2016-03-13,06,59.2
2016-03-13,07,62.4
2016-03-13,08,65.7
2016-03-13,09,68.9
2016-03-13,10,72.1
2016-03-13,11,75.3
2016-03-13,12,78.6
2016-03-13,13,81.8
2016-03-13,14,85.0
2016-03-13,15,83.1
2016-03-13,16,81.1
2016-03-13,17,79.2
2016-03-13,18,77.3
2016-03-13,19,75.3
2016-03-13,20,73.4
2016-03-13,21,71.5
2016-03-13,22,69.5
2016-03-13,23,67.6
2016-03-14,00,66.7
2016-03-14,01,64.1
2016-03-14,02,61.6
2016-03-14,03,59.1
2016-03-14,04,56.5
2016-03-14,05,54.0
2016-03-14,06,58.2
2016-03-14,07,62.4
2016-03-14,08,66.7
2016-03-14,09,70.9
2016-03-14,10,75.1
2016-03-14,11,79.3
2016-03-14,12,83.6
2016-03-14,13,87.8
2016-03-14,14,92.0
2016-03-14,15,89.5
2016-03-14,16,86.9
2016-03-14,17,84.4
2016-03-14,18,81.9
2016-03-14,19,79.3
2016-03-14,20,76.8
2016-03-14,21,74.3
2016-03-14,22,71.7
2016-03-14,23,69.2
2016-03-15,00,75.3
2016-03-15,01,73.7
2016-03-15,02,72.0
2016-03-15,03,70.3
2016-03-15,04,68.7
2016-03-15,05,67.0
2016-03-15,06,69.8
2016-03-15,07,72.6
2016-03-15,08,75.3
2016-03-15,09,78.1
2016-03-15,10,80.9
2016-03-15,11,83.7
2016-03-15,12,86.4
2016-03-15,13,89.2
2016-03-15,14,92.0
2016-03-15,15,90.3
2016-03-15,16,88.7
2016-03-15,17,87.0
2016-03-15,18,85.3
2016-03-15,19,83.7
2016-03-15,20,82.0
2016-03-15,21,80.3
2016-03-15,22,78.7
2016-03-15,23,77.0
2016-03-16,00,67.7
2016-03-16,01,66.3
2016-03-16,02,65.0
2016-03-16,03,63.7
2016-03-16,04,62.3
2016-03-16,05,61.0
2016-03-16,06,63.2
2016-03-16,07,65.4
2016-03-16,08,67.7
2016-03-16,09,69.9
2016-03-16,10,72.1
2016-03-16,11,74.3
2016-03-16,12,76.6
2016-03-16,13,78.8
2016-03-16,14,81.0
2016-03-16,15,79.7
2016-03-16,16,78.3
2016-03-16,17,77.0
2016-03-16,18,75.7
2016-03-16,19,74.3
2016-03-16,20,73.0
2016-03-16,21,71.7
2016-03-16,22,70.3
2016-03-16,23,69.0
2016-03-17,00,71.0
2016-03-17,01,70.2
2016-03-17,02,69.4
2016-03-17,03,68.6
2016-03-17,04,67.8
2016-03-17,05,67.0
2016-03-17,06,68.3
2016-03-17,07,69.7
2016-03-17,08,71.0
2016-03-17,09,72.3
2016-03-17,10,73.7
2016-03-17,11,75.0
2016-03-17,12,76.3
2016-03-17,13,77.7
2016-03-17,14,79.0
2016-03-17,15,78.2
2016-03-17,16,77.4
2016-03-17,17,76.6
2016-03-17,18,75.8
2016-03-17,19,75.0
2016-03-17,20,74.2
2016-03-17,21,73.4
2016-03-17,22,72.6
2016-03-17,23,71.8
2016-03-18,00,63.7
2016-03-18,01,62.1
2016-03-18,02,60.6
2016-03-18,03,59.1
2016-03-18,04,57.5
2016-03-18,05,56.0
2016-03-18,06,58.6
2016-03-18,07,61.1
2016-03-18,08,63.7
2016-03-18,09,66.2
2016-03-18,10,68.8
2016-03-18,11,71.3
2016-03-18,12,73.9
2016-03-18,13,76.4
2016-03-18,14,79.0
2016-03-18,15,77.5
2016-03-18,16,75.9
2016-03-18,17,74.4
2016-03-18,18,72.9
2016-03-18,19,71.3
2016-03-18,20,69.8
2016-03-18,21,68.3
2016-03-18,22,66.7
2016-03-18,23,65.2
2016-03-19,00,52.0
2016-03-19,01,51.0
2016-03-19,02,50.0
2016-03-19,03,49.0
2016-03-19,04,48.0
2016-03-19,05,47.0
2016-03-19,06,48.7
2016-03-19,07,50.3
2016-03-19,08,52.0
2016-03-19,09,53.7
2016-03-19,10,55.3
2016-03-19,11,57.0
2016-03-19,12,58.7
2016-03-19,13,60.3
2016-03-19,14,62.0
2016-03-19,15,61.0
2016-03-19,16,60.0
2016-03-19,17,59.0
2016-03-19,18,58.0
2016-03-19,19,57.0
2016-03-19,20,56.0
2016-03-19,21,55.0
2016-03-19,22,54.0
2016-03-19,23,53.0
2016-03-20,00,49.3
2016-03-20,01,47.9
2016-03-20,02,46.4
2016-03-20,03,44.9
2016-03-20,04,43.5
2016-03-20,05,42.0
2016-03-20,06,44.4
2016-03-20,07,46.9
2016-03-20,08,49.3
2016-03-20,09,51.8
2016-03-20,10,54.2
2016-03-20,11,56.7
2016-03-20,12,59.1
2016-03-20,13,61.6
2016-03-20,14,64.0
2016-03-20,15,62.5
2016-03-20,16,61.1
2016-03-20,17,59.6
2016-03-20,18,58.1
2016-03-20,19,56.7
2016-03-20,20,55.2
2016-03-20,21,53.7
2016-03-20,22,52.3
2016-03-20,23,50.8
2016-03-21,00,46.0
2016-03-21,01,43.8
2016-03-21,02,41.6
2016-03-21,03,39.4
2016-03-21,04,37.2
2016-03-21,05,35.0
2016-03-21,06,38.7
2016-03-21,07,42.3
2016-03-21,08,46.0
2016-03-21,09,49.7
2016-03-21,10,53.3
2016-03-21,11,57.0
2016-03-21,12,60.7
2016-03-21,13,64.3
2016-03-21,14,68.0
2016-03-21,15,65.8
2016-03-21,16,63.6
2016-03-21,17,61.4
2016-03-21,18,59.2
2016-03-21,19,57.0
2016-03-21,20,54.8
2016-03-21,21,52.6
2016-03-21,22,50.4
2016-03-21,23,48.2
2016-03-22,00,56.0
2016-03-22,01,53.8
2016-03-22,02,51.6
2016-03-22,03,49.4
2016-03-22,04,47.2
2016-03-22,05,45.0
2016-03-22,06,48.7
2016-03-22,07,52.3
2016-03-22,08,56.0
2016-03-22,09,59.7
2016-03-22,10,63.3
2016-03-22,11,67.0
2016-03-22,12,70.7
2016-03-22,13,74.3
2016-03-22,14,78.0
2016-03-22,15,75.8
2016-03-22,16,73.6
2016-03-22,17,71.4
2016-03-22,18,69.2
2016-03-22,19,67.0
2016-03-22,20,64.8
2016-03-22,21,62.6
2016-03-22,22,60.4
2016-03-22,23,58.2
2016-03-23,00,70.7
2016-03-23,01,69.5
2016-03-23,02,68.4
2016-03-23,03,67.3
2016-03-23,04,66.1
2016-03-23,05,65.0
2016-03-23,06,66.9
2016-03-23,07,68.8
2016-03-23,08,70.7
2016-03-23,09,72.6
2016-03-23,10,74.4
2016-03-23,11,76.3
2016-03-23,12,78.2
2016-03-23,13,80.1
2016-03-23,14,82.0
2016-03-23,15,80.9
2016-03-23,16,79.7
2016-03-23,17,78.6
2016-03-23,18,77.5
2016-03-23,19,76.3
2016-03-23,20,75.2
2016-03-23,21,74.1
2016-03-23,22,72.9
2016-03-23,23,71.8
2016-03-24,00,55.3
2016-03-24,01,53.9
2016-03-24,02,52.4
2016-03-24,03,50.9
2016-03-24,04,49.5
2016-03-24,05,48.0
2016-03-24,06,50.4
2016-03-24,07,52.9
2016-03-24,08,55.3
2016-03-24,09,57.8
2016-03-24,10,60.2
2016-03-24,11,62.7
2016-03-24,12,65.1
2016-03-24,13,67.6
2016-03-24,14,70.0
2016-03-24,15,68.5
2016-03-24,16,67.1
2016-03-24,17,65.6
2016-03-24,18,64.1
2016-03-24,19,62.7
2016-03-24,20,61.2
2016-03-24,21,59.7
2016-03-24,22,58.3
2016-03-24,23,56.8
2016-03-25,00,51.7
2016-03-25,01,49.5
2016-03-25,02,47.4
2016-03-25,03,45.3
2016-03-25,04,43.1
2016-03-25,05,41.0
2016-03-25,06,44.6
2016-03-25,07,48.1
2016-03-25,08,51.7
2016-03-25,09,55.2
2016-03-25,10,58.8
2016-03-25,11,62.3
2016-03-25,12,65.9
2016-03-25,13,69.4
2016-03-25,14,73.0
2016-03-25,15,70.9
2016-03-25,16,68.7
2016-03-25,17,66.6
2016-03-25,18,64.5
2016-03-25,19,62.3
2016-03-25,20,60.2
2016-03-25,21,58.1
2016-03-25,22,55.9
2016-03-25,23,53.8
2016-03-26,00,56.7
2016-03-26,01,54.9
2016-03-26,02,53.2
2016-03-26,03,51.5
2016-03-26,04,49.7
2016-03-26,05,48.0
2016-03-26,06,50.9
2016-03-26,07,53.8
2016-03-26,08,56.7
2016-03-26,09,59.6
2016-03-26,10,62.4
2016-03-26,11,65.3
2016-03-26,12,68.2
2016-03-26,13,71.1
2016-03-26,14,74.0
2016-03-26,15,72.3
2016-03-26,16,70.5
2016-03-26,17,68.8
2016-03-26,18,67.1
2016-03-26,19,65.3
2016-03-26,20,63.6
2016-03-26,21,61.9
2016-03-26,22,60.1
2016-03-26,23,58.4
2016-03-27,00,62.0
2016-03-27,01,60.8
2016-03-27,02,59.6
2016-03-27,03,58.4
2016-03-27,04,57.2
2016-03-27,05,56.0
2016-03-27,06,58.0
2016-03-27,07,60.0
2016-03-27,08,62.0
2016-03-27,09,64.0
2016-03-27,10,66.0
2016-03-27,11,68.0
2016-03-27,12,70.0
2016-03-27,13,72.0
2016-03-27,14,74.0
2016-03-27,15,72.8
2016-03-27,16,71.6
2016-03-27,17,70.4
2016-03-27,18,69.2
2016-03-27,19,68.0
2016-03-27,20,66.8
2016-03-27,21,65.6
2016-03-27,22,64.4
2016-03-27,23,63.2
2016-03-28,00,57.0
2016-03-28,01,55.2
2016-03-28,02,53.4
2016-03-28,03,51.6
2016-03-28,04,49.8
2016-03-28,05,48.0
2016-03-28,06,51.0
2016-03-28,07,54.0
2016-03-28,08,57.0
2016-03-28,09,60.0
2016-03-28,10,63.0
2016-03-28,11,66.0
2016-03-28,12,69.0
2016-03-28,13,72.0
2016-03-28,14,75.0
2016-03-28,15,73.2
2016-03-28,16,71.4
2016-03-28,17,69.6
2016-03-28,18,67.8
2016-03-28,19,66.0
2016-03-28,20,64.2
2016-03-28,21,62.4
2016-03-28,22,60.6
2016-03-28,23,58.8
2016-03-29,00,61.7
2016-03-29,01,60.9
2016-03-29,02,60.2
2016-03-29,03,59.5
2016-03-29,04,58.7
2016-03-29,05,58.0
2016-03-29,06,59.2
2016-03-29,07,60.4
2016-03-29,08,61.7
2016-03-29,09,62.9
2016-03-29,10,64.1
2016-03-29,11,65.3
2016-03-29,12,66.6
2016-03-29,13,67.8
2016-03-29,14,69.0
2016-03-29,15,68.3
2016-03-29,16,67.5
2016-03-29,17,66.8
2016-03-29,18,66.1
2016-03-29,19,65.3
2016-03-29,20,64.6
2016-03-29,21,63.9
2016-03-29,22,63.1
2016-03-29,23,62.4
2016-03-30,00,71.0
2016-03-30,01,70.4
2016-03-30,02,69.8
2016-03-30,03,69.2
2016-03-30,04,68.6
2016-03-30,05,68.0
2016-03-30,06,69.0
2016-03-30,07,70.0
2016-03-30,08,71.0
2016-03-30,09,72.0
